role,com_name,experience,salary,location
Junior Data Scientist,Aliqan Services,6-9 Yrs,12-22 Lacs PA,"Hyderabad, Bangalore Rural, Bengaluru"
Junior Data Scientist,Visa,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,IBM,5-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,IBM,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,TE Connectivity,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Tredence,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Sun Life Global Solutions,10-16 Yrs,Not disclosed,"Gurugram, Bengaluru"
Junior Data Scientist,Ceresight,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,ARP Investments,Not Provided,Unpaid,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Pfizer,6-7 Yrs,Not disclosed,Chennai
Junior Data Scientist,JPMorgan Chase Bank,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Wipro,6-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Futurism Technologies,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Nityo Infotech,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Cyient,8-13 Yrs,30-45 Lacs PA,Hyderabad
Junior Data Scientist,Cotiviti,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Coimbatore"
Junior Data Scientist,Wipro,2-6 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Infinity Quest,5-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Naukri E-hire Campaign,5-8 Yrs,10-16 Lacs PA,"Hyderabad, Bengaluru"
Junior Data Scientist,"Technology, Information and Internet",6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Infinity Quest,5-8 Yrs,13-23 Lacs PA,"Hyderabad, Pune, Bengaluru"
Junior Data Scientist,S&P Global Inc.,2-7 Yrs,Not disclosed,"Hyderabad, Gurugram"
Junior Data Scientist,Zensar,6-11 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Eze Software Group,2-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Paypal,4-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Celzene It Services,9-14 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Delhi / NCR"
Junior Data Scientist,Relx Group,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,KPI Partners,6-10 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Grid Dynamics,1-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,IBM,3-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,TRA Augment People Solutions,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Ahmedabad, Chennai"
Junior Data Scientist,Sensorflow,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,tiket.com,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Applied Data Finance,1-3 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Savantys Solutions,5-10 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Grid Dynamics,4-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Threev Technologies,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,tiket.com,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Vmock,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Grid Dynamics,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Grid Dynamics,1-4 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Smiths,5-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Enlink,2-5 Yrs,Not disclosed,"Mumbai, Navi Mumbai, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Lingaro Sp Z Oo,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,NOVARTIS,6-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Fractal Analytics,11-15 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Junior Data Scientist,ADQ Services,0-3 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sandoz,5-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Amazon,0-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Foundation Ai,0-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Digital Glyde,0-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Genpact,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Aeries Technology,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru, Mumbai (All Areas)"
Junior Data Scientist,Wipro,9-14 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,IBM,2-4 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Phonepe,2-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Deutsche Bank,8-13 Yrs,Not disclosed,Hybrid - Bengaluru
Junior Data Scientist,Global leader in AI and Analytics.,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Red Hat,3-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Siemens,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Flipkart,2-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,IBM,3-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Leokraft Technologies,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,360DigiTMG,3-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Hum Enterprise,4-7 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Junior Data Scientist,Rarr Technologies,3-10 Yrs,Not disclosed,"Kolkata, Hyderabad, Bengaluru"
Junior Data Scientist,Amazon,4-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Ericsson,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Nielsen Sports,2-3 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,SAP,8-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Flipkart,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,PwC Service Delivery Center,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Globant,4-9 Yrs,Not disclosed,"Indore, Hyderabad, Pune"
Junior Data Scientist,DCM Infotech,8-13 Yrs,25-40 Lacs PA,Remote
Junior Data Scientist,Amazon,8-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Walmart,1-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Honeywell,4-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,SAP,3-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Juniper Networks,7-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,SoulPage IT,Not Provided,Unpaid,Hyderabad
Junior Data Scientist,Pfizer,7-11 Yrs,Not disclosed,Chennai
Junior Data Scientist,Milestone Online Technology,0-1 Yrs,2.25-3 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,IBM,3-6 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,JPMorgan Chase Bank,10-15 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Globant,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Tableau Software,5-9 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Aeries Technology,6-11 Yrs,Not disclosed,"Hyderabad, Bengaluru, Mumbai (All Areas)"
Junior Data Scientist,IT Industry,8-12 Yrs,Not disclosed,"Bhubaneswar, Hyderabad, Bengaluru"
Junior Data Scientist,Intersoft Kk,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Rezultize,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Oracle,8-13 Yrs,30-45 Lacs PA,Hybrid - Bengaluru
Junior Data Scientist,Capgemini,4-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Rarr Technologies,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,IBM,1-4 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Uber,2-6 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Lingaro Sp Z Oo,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Forecastera India,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Ssms Infotech,2-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,McKinsey Company,2-4 Yrs,Not disclosed,"Gurugram, Bengaluru"
Junior Data Scientist,Nielsen Sports,3-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Eleven Labs,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Aeries Technology,2-7 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru"
Junior Data Scientist,Brillio,9-14 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Junior Data Scientist,Epergne Solutions,3-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Response Informatics,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Client - Saaki,7-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,IT Services,6-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Open Insights,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Response Informatics,2-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Digital Glyde,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Aurum Data Solutions,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,Systechcorp Inc,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Innominds Software,2-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,CODERS BRAIN,4-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Cynosure Corporate Solutions,3-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Covalense Global,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Heaps Health Solutions India,2-3 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Heaps Health Solutions India,1-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Bizviz Technologies,3-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Junior Data Scientist,Blume Ventures,1-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Pratibha Analytics,2-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Rapid Canvas,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Comscore,2-4 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,LLP S3bglobal Technologies,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Valuelabs,10-15 Yrs,14-24 Lacs PA,"Hybrid - Indore, Hyderabad"
Junior Data Scientist,Preceptors IT and Business Solutions,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Kashsam Data Solutions,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Roblox,5-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Binance,6-11 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,MX Technologies,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Patanjali Research Foundation,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Bank Of America,2-8 Yrs,Not disclosed,"Hyderabad, Chennai, Gurugram"
Junior Data Scientist,Grid Dynamics,8-13 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Junior Data Scientist,NOVARTIS,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Rapid Canvas,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Fort Technologies,1-3 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Cognistx,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,NOVARTIS,2-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,"Ryan, LLC.",7-12 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,The It Mind Services,4-12 Yrs,Not disclosed,"Kolkata, Mumbai, Hyderabad, New Delhi, Pune, Chennai, Bengaluru"
Junior Data Scientist,Motivity Labs,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Amazon,0-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,General Mills,5-12 Yrs,Not disclosed,Mumbai
Junior Data Scientist,IBM,5-10 Yrs,Not disclosed,Kolkata
Junior Data Scientist,Solugenix,10-15 Yrs,Not disclosed,"Indore, Hyderabad"
Junior Data Scientist,Quantium Analytics,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Amgen Inc,4-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Inductive Quotient Analytics India,12-15 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Michelin,10-16 Yrs,Not disclosed,Pune
Junior Data Scientist,Michelin,6-11 Yrs,Not disclosed,Pune
Junior Data Scientist,SPECTRAFORCE,14-20 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Beinex,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Junior Data Scientist,Quantium Analytics,5-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Ericsson,8-15 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Deloitte,4-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Wipro,5-9 Yrs,Not disclosed,Chennai
Junior Data Scientist,Leading Client,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,CARBYNETECH,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,CARBYNETECH,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Carbynetech India Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,ADQ Services,1-3 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Carbynetech India Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Pennant Technologies,3-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Infosys,5-10 Yrs,7-17 Lacs PA,Remote
Junior Data Scientist,Quantium Analytics,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Talent Linked Consultancy,9-15 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Juniper Networks,4-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Siemens,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,ADQ Services,4-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Engro Technologies,3-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Dexian India Technologies,5-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Inmobi,4-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Expedia,5-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Sun Life Global Solutions,5-10 Yrs,Not disclosed,"Hybrid - Gurugram, Bengaluru"
Junior Data Scientist,Hsbc,12-15 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Wipro,5-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Capgemini,3-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Capgemini,6-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Capgemini,9-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,SAP,4-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,HARMAN,8-11 Yrs,Not disclosed,"Pune, Gurugram, Bengaluru"
Junior Data Scientist,Capco,7-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Inmobi,5-8 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Amazon,3-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Infosys,9-16 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Oracle,2-11 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,PwC Service Delivery Center,8-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,HP,8-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Apple,7-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Siemens,6-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,JPMorgan Chase Bank,2-7 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,JPMorgan Chase Bank,3-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Inmobi,2-5 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Infosys,9-11 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Fractal Analytics,2-7 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Junior Data Scientist,Walmart,4-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Diverse Lynx,4-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,GE,5-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Themathcompany,5-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Inductive Quotient Analytics India,8-10 Yrs,30-45 Lacs PA,Hyderabad
Junior Data Scientist,GSK India,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,AI/ML Product & Consulting services company,6-11 Yrs,Not disclosed,Hyderabad(Raidurgam)
Junior Data Scientist,Michelin,8-13 Yrs,Not disclosed,Pune
Junior Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,4-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Amgen Inc,6-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sanofi,6-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Atlassian,7-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Atlassian,8-13 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Amgen Inc,2-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Tezo,1-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Response Informatics,6-11 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Gojek,5-11 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Tokopedia,5-10 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Grid Dynamics,4-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Grid Dynamics,1-4 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,SoulPage IT,4-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Five Exceptions Software Solutions,6-11 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Primera Medical Technologies,4-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Foundation Ai,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sanofi,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sandoz,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,GSK India,9-12 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Hdfc Bank,10-15 Yrs,40-60 Lacs PA,Gurugram
Junior Data Scientist,Michelin,10-15 Yrs,Not disclosed,Pune
Junior Data Scientist,MSCI Services,0-5 Yrs,Not disclosed,Mumbai
Junior Data Scientist,Recruitrix Technologies LLP,0-2 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,IBM,2-6 Yrs,Not disclosed,Noida
Junior Data Scientist,IBM,3-8 Yrs,Not disclosed,Kochi
Junior Data Scientist,India's Leading Retail Chain of Pharmacy,5-10 Yrs,25-35 Lacs PA,Hyderabad
Junior Data Scientist,Dexian India Technologies,5-8 Yrs,18-25 Lacs PA,Hyderabad
Junior Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Barclays,1-3 Yrs,15-25 Lacs PA,Hybrid - Noida
Junior Data Scientist,Ericsson,8-12 Yrs,Not disclosed,Noida
Junior Data Scientist,Capgemini,3-8 Yrs,Not disclosed,Mumbai
Junior Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Paypal,4-9 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Snow Planet,2-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Virtusa,6-11 Yrs,Not disclosed,Bengaluru
Junior Data Scientist,Bristol Myers Squibb,3-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Nuvento Systems,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad"
Junior Data Scientist,Engro Technologies,3-7 Yrs,12-22 Lacs PA,Hyderabad
Junior Data Scientist,Siemens,3-5 Yrs,Not disclosed,Panaji
Junior Data Scientist,Indusind Bank,3-6 Yrs,Not disclosed,Chennai
Junior Data Scientist,Sun Life Global Solutions,11-18 Yrs,Not disclosed,Gurugram
Junior Data Scientist,Eclature,0-2 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Medtronic,5-8 Yrs,Not disclosed,Pune
Junior Data Scientist,Morningstar,4-9 Yrs,Not disclosed,Mumbai
Junior Data Scientist,Innovaccer,2-6 Yrs,Not disclosed,Noida
Junior Data Scientist,Pfizer,5-7 Yrs,Not disclosed,Chennai
Junior Data Scientist,Morningstar,3-5 Yrs,Not disclosed,Mumbai
Junior Data Scientist,Pfizer,2-9 Yrs,Not disclosed,Chennai
Junior Data Scientist,IT Education Centre,Not Provided,"5,000/month",Pune
Junior Data Scientist,Amazon,0-7 Yrs,Not disclosed,Chennai
Junior Data Scientist,Blend360 India,8-13 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Persistent,4-9 Yrs,Not disclosed,"Mumbai, Pune, Bengaluru"
Junior Data Scientist,Strategic Skill Tech,5-8 Yrs,Not disclosed,"Indore, Hyderabad, Ahmedabad"
Junior Data Scientist,Fusion Plus Solutions,4-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Indusind Bank,5-7 Yrs,Not disclosed,Gurugram
Junior Data Scientist,Kone,7-12 Yrs,30-35 Lacs PA,Pune
Junior Data Scientist,Micron Software,3-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Pronix It Solutions,3-7 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Naukri E-hire Campaign,2-4 Yrs,5-16 Lacs PA,"Hyderabad, Pune, Coimbatore"
Junior Data Scientist,Sweden Based MNC,6-10 Yrs,20-30 Lacs PA,Hyderabad(HITEC City)
Junior Data Scientist,Tanla Platforms,4-9 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,NeoSOFT,4-8 Yrs,8-16 Lacs PA,Bengaluru(Lingarajapuram)
Junior Data Scientist,NeoSOFT,4-9 Yrs,15-19 Lacs PA,Bengaluru(Lingarajapuram)
Junior Data Scientist,Camp Systems Internationals Inc,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,SS&C Technologies,2-6 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Fint Solutions,5-10 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Sadup Soft,6-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Indium Software,2-5 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,IBM,3-7 Yrs,Not disclosed,Pune
Junior Data Scientist,Innovaccer,8-13 Yrs,Not disclosed,Noida
Junior Data Scientist,Amazon,3-10 Yrs,Not disclosed,Chennai
Junior Data Scientist,Aganitha Cognitive Solutions,3-8 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Spotflock Technologies,5-10 Yrs,Not disclosed,"New Delhi, Hyderabad"
Junior Data Scientist,Ericsson,8-13 Yrs,Not disclosed,Noida
Junior Data Scientist,Zoom Start India,2-3 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Hyundai Motor,1-6 Yrs,"50,000 PA",Gurugram
Junior Data Scientist,Tech Ringers,8-13 Yrs,Not disclosed,Hyderabad
Junior Data Scientist,Collective S,1-3 Yrs,4.5-6.5 Lacs PA,Hyderabad
Junior Data Scientist,MNC Group,6-11 Yrs,Not disclosed,"New Delhi, Gurugram, Delhi / NCR"
Junior Data Scientist,Leading Client,6-9 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune"
