role,com_name,experience,salary,location
Lead Data Scientist,Zensar,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Genpact,4-7 Yrs,10-20 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Greater Noida"
Lead Data Scientist,Tech Stalwart Solution,3-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Verizon,4-6 Yrs,Not disclosed,"Hyderabad, Chennai"
Lead Data Scientist,Persistent,5-10 Yrs,Not disclosed,"Mumbai, Hyderabad, Pune"
Lead Data Scientist,Accenture,3-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,5-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,7-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Purpletalk,5-7 Yrs,Not disclosed,Hyderabad(Kondapur)
Lead Data Scientist,Clovertex,6-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,Nityo Infotech,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Sapwood Ventures,4-8 Yrs,14-17 Lacs PA,"Hybrid - Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Angel One,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Angel One,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,One of the multinational company,6-11 Yrs,11-19 Lacs PA,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Info Origin,7-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,10-14 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,5-7 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,3-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,BDO International Limited,6-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,BDO International Limited,3-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,KPMG India,6-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,7-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,9-14 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Accenture,2-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,DUN BRADSTREET INFORMATION SERVICES INDIA PRIVATE LIMITED,1-3 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Nityo Infotech,4-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Nityo Infotech,8-13 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Nityo Infotech,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Yash Technologies,0-2 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Angel One,6-10 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Pepsico,5-7 Yrs,Not disclosed,Hybrid - Hyderabad
Lead Data Scientist,Changeleaders Consulting,5-10 Yrs,15-30 Lacs PA,"Hyderabad, Bengaluru"
Lead Data Scientist,Amazon,5-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,S&P Global Inc.,4-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Medtronic,1-2 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Medtronic,2-4 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Capgemini,4-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Cognizant,9-12 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune"
Lead Data Scientist,Uber,1-4 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,PwC Service Delivery Center,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Pepsico,5-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Envision Technology Solutions,6-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,GAP,9-11 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,GAP,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,PwC Service Delivery Center,1-4 Yrs,Not disclosed,"Kolkata, Hyderabad"
Lead Data Scientist,Pepsico,8-10 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,IBM,2-6 Yrs,Not disclosed,Noida
Lead Data Scientist,Nuvento Systems,9-12 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Nuvento Systems,3-8 Yrs,Not disclosed,"Mumbai, Hyderabad"
Lead Data Scientist,PwC Service Delivery Center,0-4 Yrs,Not disclosed,"Mumbai, Hyderabad, Bengaluru"
Lead Data Scientist,Nuvento Systems,6-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Nuvento Systems,3-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Eze Software Group,2-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Futurism Technologies,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Lead Data Scientist,Infinity Quest,5-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,"Technology, Information and Internet",6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Lead Data Scientist,VXI Global Solutions Llc,7-12 Yrs,25-40 Lacs PA,Remote
Lead Data Scientist,Naukri E-hire Campaign,5-8 Yrs,10-16 Lacs PA,"Hyderabad, Bengaluru"
Lead Data Scientist,Infinity Quest,5-8 Yrs,13-23 Lacs PA,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,VXI Global Solutions Llc,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,EY,8-10 Yrs,Not disclosed,Kochi
Lead Data Scientist,Cotiviti,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Coimbatore"
Lead Data Scientist,Zensar,6-11 Yrs,Not disclosed,"Hyderabad, Pune, Bengaluru"
Lead Data Scientist,Leading Client,5-9 Yrs,Not disclosed,"Hyderabad, Karnataka,  Uttar Pradesh"
Lead Data Scientist,Leading Client,3-5 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Leading Client,3-7 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Xcel Hires Managment Solutions Pvt Ltd,8-13 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Sandoz,5-9 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,EY,5-10 Yrs,Not disclosed,Chennai
Lead Data Scientist,Blumetra Solutions India,7-11 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Leading Client,5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Fractal Analytics,5-10 Yrs,Not disclosed,"Noida, Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Lead Data Scientist,Paypal,4-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Impetus Technologies,8-11 Yrs,Not disclosed,"Pune, Bengaluru, Delhi / NCR"
Lead Data Scientist,Leading Client,4-6 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Kasmo Cloud Solutions,7-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Hsbc,7-8 Yrs,Not disclosed,Pune
Lead Data Scientist,Fusion Plus Solutions,2-5 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Massmutual Global Business Services India,8-11 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Shyftlabs,5-8 Yrs,Not disclosed,Hyderabad
Lead Data Scientist,Themathcompany,10-17 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Epam Systems,8-13 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Epam Systems,8-12 Yrs,Not disclosed,Bengaluru
Lead Data Scientist,Infogain,8-11 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Michelin,10-16 Yrs,Not disclosed,Pune
Principal Data Scientist,GSK India,9-12 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Medtronic,14-16 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Ceresight,4-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Inductive Quotient Analytics India,12-15 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,SPECTRAFORCE,14-20 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Tokopedia,12-20 Yrs,Not disclosed,Gurugram
Principal Data Scientist,Michelin,6-11 Yrs,Not disclosed,Pune
Principal Data Scientist,Michelin,10-15 Yrs,Not disclosed,Pune
Principal Data Scientist,Meesho,5-8 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Target,7-11 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Target,10-12 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Turing,3-7 Yrs,Not disclosed,Remote
Principal Data Scientist,Turing,12-15 Yrs,Not disclosed,Remote
Principal Data Scientist,Turing,6-8 Yrs,Not disclosed,Remote
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Delhi / NCR
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Gurugram
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Noida
Principal Data Scientist,NOVARTIS,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Sandoz,5-9 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Rightmark Hr,4-9 Yrs,25-32.5 Lacs PA,"Hybrid - Hyderabad, Bengaluru, Mumbai (All Areas)"
Principal Data Scientist,Coursera,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Coursera,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Qualcomm,7-11 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Forecastera India,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,IT Services,6-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Leading Client,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,CARBYNETECH,3-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,CARBYNETECH,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Carbynetech India Pvt Ltd,3-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Carbynetech India Pvt Ltd,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Nielsen Sports,2-3 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,SAP,8-10 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,SAP,3-7 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Comviva Technology,1-4 Yrs,Not disclosed,Gurugram
Principal Data Scientist,Eli Lilly And Company,12-15 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,HCLTech,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Principal Data Scientist,Solugenix,10-15 Yrs,Not disclosed,"Indore, Hyderabad"
Principal Data Scientist,Zetwerk,6-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Bhopal
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Varanasi
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Jaipur
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Ludhiana
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Coimbatore
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Agra
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Surat
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Lucknow
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Chandigarh
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Mysuru
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Guwahati
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Kanpur
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Kochi
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Indore
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Visakhapatnam
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Patna
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Faridabad
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Vadodara
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Nagpur
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,Bhubaneswar
Principal Data Scientist,Oracle,11-14 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Atlassian,7-12 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Tavant Technologies,15-24 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Principal Data Scientist,Tavant Technologies,5-8 Yrs,Not disclosed,"Hybrid - Noida, Hyderabad/Secunderabad, Bangalore/Bengaluru"
Principal Data Scientist,Benovymed Healthcare,0-5 Yrs,Not disclosed,"Noida, Gurugram, Delhi / NCR"
Principal Data Scientist,Fractal Analytics,11-15 Yrs,Not disclosed,"Mumbai, Pune, Chennai, Gurugram, Bengaluru"
Principal Data Scientist,Wipro,6-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Genpact,4-6 Yrs,Not disclosed,"Noida, Hyderabad, Bengaluru"
Principal Data Scientist,Hdfc Bank,5-10 Yrs,Not disclosed,Mumbai (All Areas)
Principal Data Scientist,Carbynetech India Pvt Ltd,4-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hyderabad, Gurugram, Bengaluru"
Principal Data Scientist,Genpact,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Bengaluru"
Principal Data Scientist,Zetwerk,8-15 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tech Mahindra,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Principal Data Scientist,Leading Client,4-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Photon,6-9 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Accolite Software India Pvt Ltd,3-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Coursera,4-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Zetwerk,4-6 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Zetwerk,6-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Infosys,9-14 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Principal Data Scientist,Salesforce,5-10 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Rpa Infotech,2-7 Yrs,Not disclosed,Gurugram
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Gurugram, Delhi / NCR"
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Delhi / NCR, Gurgaon/Gurugram"
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Noida
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Gurugram
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,Delhi / NCR
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Delhi / NCR, Gurgaon/Gurugram"
Principal Data Scientist,Benovymed Healthcare Private Limited,0-5 Yrs,Not disclosed,"Noida, Gurgaon/Gurugram"
Principal Data Scientist,Wipro,2-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Pfizer,6-7 Yrs,Not disclosed,Chennai
Principal Data Scientist,Pepsico,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Gurugram, Delhi / NCR"
Principal Data Scientist,NeoSOFT,4-8 Yrs,8-16 Lacs PA,Bengaluru(Lingarajapuram)
Principal Data Scientist,Amazon,4-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Roche Diagnostics,8-12 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Photon,8-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Capgemini,7-12 Yrs,Not disclosed,"Hyderabad, Pune, Delhi / NCR"
Principal Data Scientist,NeoSOFT,4-9 Yrs,15-19 Lacs PA,Bengaluru(Lingarajapuram)
Principal Data Scientist,Qualcomm,2-7 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Qualcomm,3-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Oracle,10-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Oracle,10-15 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Qualcomm,4-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Visa,3-8 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Genpact,4-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Genpact,4-9 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,S&P Global Inc.,7-13 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Pepsico,8-12 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Tiger Analytics,3-7 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Capgemini,1-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Chennai"
Principal Data Scientist,Sadbhav Futuretech / Please don't Mention client name.,3-8 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Pepsico,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Hoffmann-La Roche,3-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Demandbase,4-7 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Demandbase,3-6 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Demandbase,5-8 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Accenture,7-12 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Capco,4-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Genpact,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad/Secunderabad, Bangalore/Bengaluru, Delhi / NCR"
Principal Data Scientist,Hdfc Bank,10-15 Yrs,40-60 Lacs PA,Gurugram
Principal Data Scientist,HERITAGE FOODS LIMITED,3-7 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Angel One,2-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Angel One,6-8 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Revolo Infotech,4-6 Yrs,Not disclosed,"Mumbai, Hyderabad"
Principal Data Scientist,Tiger Analytics,6-11 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Pfizer,7-11 Yrs,Not disclosed,Chennai
Principal Data Scientist,Hitachi,7-9 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,S&P Global Inc.,2-7 Yrs,Not disclosed,"Hyderabad, Gurugram"
Principal Data Scientist,Pepsico,3-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Uber,4-9 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Praval Infotech,8-13 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Amazon,3-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,S&P Global Inc.,8-13 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Zensar,5-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Uber,2-7 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,ILM 360,7-11 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Expedia,6-8 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Virtusa,9-14 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Amazon,3-8 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,JPMorgan Chase Bank,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Medtronic,5-8 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Amazon,3-7 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Tiger Analytics,6-10 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Atyeti,3-8 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Principal Data Scientist,Virtusa,5-7 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Zensar,5-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,4-6 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,3-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,4-8 Yrs,8-18 Lacs PA,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,2-6 Yrs,7-17 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,2-7 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,6-9 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Wipro,9-14 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Fusion Plus Solutions,3-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Pivotchain,Not Provided,Unpaid,Pune
Principal Data Scientist,Zetwerk,2-5 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,CARBYNETECH,3-7 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Amazon,0-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,HCLTech,7-10 Yrs,16-22.5 Lacs PA,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Broadridge,2-5 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,E2E Infoware,5-8 Yrs,Not disclosed,"Chennai, Bengaluru"
Principal Data Scientist,Target,5-9 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Capgemini,3-5 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Qualcomm,2-4 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Tiger Analytics,15-24 Yrs,Not disclosed,"Hybrid - Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Tiger Analytics,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Apple,2-6 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Diverse Lynx,2-6 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Accolite Software India Pvt Ltd,3-4 Yrs,Not disclosed,"Hyderabad, Bengaluru"
Principal Data Scientist,Qualcomm,5-10 Yrs,Not disclosed,Bengaluru
Principal Data Scientist,Wipro,5-10 Yrs,Not disclosed,"Hybrid - Hyderabad, Pune, Bengaluru"
Principal Data Scientist,Oracle,13-19 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Zetwerk,10-12 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,Zetwerk,4-7 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
Principal Data Scientist,PwC Service Delivery Center,2-5 Yrs,Not disclosed,"Kolkata, Hyderabad, Bengaluru"
Principal Data Scientist,Morningstar,6-11 Yrs,Not disclosed,Mumbai
Principal Data Scientist,Accenture,5-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Diverse Lynx,4-10 Yrs,Not disclosed,Hyderabad
Principal Data Scientist,Capco,3-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Capco,3-6 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,JPMorgan Chase Bank,2-5 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru"
Principal Data Scientist,Zetwerk,3-8 Yrs,Not disclosed,"Hyderabad, Chennai, Bengaluru"
